language,watchers_count,open_issues_count,commit_count,contributors_count,stars_count,forks_count,size,days_since_last_commit,source_code_url,owner,repo
C++,2,0,256,8,2,6,10142,705,https://github.com/block-logic-technology-group/bltg,block-logic-technology-group,bltg
Solidity,0,0,4,0,0,0,556,85,https://github.com/l3oxer/ghospers-vesting-contract,l3oxer,ghospers-vesting-contract
"",0,0,0,0,0,0,0,2459602,https://github.com/swipewallet/venus-protocol,swipewallet,venus-protocol
C++,0,1,4,0,0,1,36399,228,https://github.com/lightcoindev/lightcoin,lightcoindev,lightcoin
"",5,0,3,2,5,3,5,1334,https://github.com/globaltouristteam/smartcontract,globaltouristteam,smartcontract
TypeScript,0,0,3,0,0,0,15,64,https://github.com/ogshiba/ogshiba-token,ogshiba,ogshiba-token
TypeScript,2,0,1,0,2,3,56,270,https://github.com/feederfinance/feeder-contracts,feederfinance,feeder-contracts
Solidity,1,0,6,0,1,3,100,24,https://github.com/gizadao/giza-contracts,gizadao,giza-contracts
JavaScript,4,0,17,0,4,1,974,203,https://github.com/stablyio/zusd-ethereum,stablyio,zusd-ethereum
"",0,0,0,0,0,0,0,2459602,https://github.com/orgs/swaptrackerdefi,orgs,swaptrackerdefi
"",0,0,0,0,0,0,0,2459602,https://github.com/prepayway/inbit.git,prepayway,inbit.git
Solidity,0,0,2,0,0,0,37,380,https://github.com/myce-platform/myce,myce-platform,myce
Solidity,0,0,9,0,0,1,187,130,https://github.com/dragongoldhelp/dragon.gold,dragongoldhelp,dragon.gold
"",0,0,0,0,0,0,0,2459602,https://github.com/prepayway/inbit.git,prepayway,inbit.git
Solidity,36,0,48,0,36,7,825,1128,https://github.com/nionis/purpose,nionis,purpose
"",0,0,5,0,0,0,18,1479,https://github.com/andreasfink/cajutel-smartcontract,andreasfink,cajutel-smartcontract
Solidity,16,2,41,5,16,25,56165,490,https://github.com/geass-zero/nyan.finance,geass-zero,nyan.finance
Solidity,1,0,1,0,1,1,7,245,https://github.com/keisukeinu/keisukeinu-contract,keisukeinu,keisukeinu-contract
"",2,0,2,0,2,0,3,1241,https://github.com/havytoken/smartcontract,havytoken,smartcontract
C++,8,1,11849,328,8,4,71267,635,https://github.com/martkist/martkist,martkist,martkist
C++,11,2,72,3,11,13,24241,115,https://github.com/flitsnode/flits-core,flitsnode,flits-core
C++,317,5,4257,125,317,81,194501,310,https://github.com/primecoin/primecoin,primecoin,primecoin
"",9,0,4,0,9,1,9,1340,https://github.com/robotinaico/token,robotinaico,token
Solidity,0,0,2,0,0,1,7,450,https://github.com/denation-smatoos/denations,denation-smatoos,denations
Solidity,0,0,23,3,0,0,160,102,https://github.com/rewardsbunny/rewardsbunny,rewardsbunny,rewardsbunny
C++,13,1,1129,48,13,7,39839,783,https://github.com/furiousteam/bloc,furiousteam,bloc
Solidity,14,0,2,2,14,8,140,1004,https://github.com/platinumengineering/usdq,platinumengineering,usdq
"",0,0,0,0,0,0,0,2459602,https://github.com/unifees/unifees-token.git,unifees,unifees-token.git
C++,3,0,72,2,3,3,15943,53,https://github.com/scholarshipcoin/scholarshipcoin,scholarshipcoin,scholarshipcoin
"",6,1,3,2,6,5,4,905,https://github.com/conflux-chain/fc-contract,conflux-chain,fc-contract
TypeScript,305,17,9127,34,305,54,259855,0,https://github.com/cardstack/cardstack,cardstack,cardstack
Solidity,26,0,327,9,26,31,772,213,https://github.com/bearn-defi/bdollar-smartcontracts,bearn-defi,bdollar-smartcontracts
"",0,0,0,0,0,0,0,2459602,https://github.com/saber-hq/stable-swap-program,saber-hq,stable-swap-program
C++,9,0,378,3,9,10,23990,767,https://github.com/avymantech/lobstex,avymantech,lobstex
JavaScript,132,2,71,5,132,29,295,1592,https://github.com/opus-foundation/contracts,opus-foundation,contracts
Solidity,1,0,50,2,1,1,268,35,https://github.com/ustx/ustx-dex,ustx,ustx-dex
Solidity,0,0,1,0,0,0,26,153,https://github.com/sombra-network/smbr,sombra-network,smbr
Solidity,0,0,5,0,0,0,357,91,https://github.com/anchorneuralworld/anw.finance.protocol,anchorneuralworld,anw.finance.protocol
Solidity,0,0,2,0,0,0,5,53,https://github.com/99defip2p/99defi-token-contract,99defip2p,99defi-token-contract
C++,1,0,1,0,1,1,4025,2064,https://github.com/highvoltagecoin/highvoltagecoin,highvoltagecoin,highvoltagecoin
Solidity,1,0,58,0,1,3,432,21,https://github.com/cclaypool1/milktoken,cclaypool1,milktoken
"",9,3,337,7,9,17,23252,940,https://github.com/buzzcoin-project/buzz,buzzcoin-project,buzz
C,1,0,36,0,1,2,11230,27,https://github.com/martexcoin/martexcoin,martexcoin,martexcoin
Solidity,0,0,3,0,0,0,9,61,https://github.com/turkeyinu/turkeyinu-token,turkeyinu,turkeyinu-token
"",0,0,1,0,0,0,3,1205,https://github.com/jeveldev/smartcontracts,jeveldev,smartcontracts
C++,3,0,12171,349,3,3,64952,62,https://github.com/0cash/0cash,0cash,0cash
"",0,0,3,0,0,1,4,761,https://github.com/ticketfarm/bithao,ticketfarm,bithao
C++,8,0,91,3,8,4,14522,16,https://github.com/oc-cryptocurrency/ocp,oc-cryptocurrency,ocp
C++,16,6,90,2,16,23,3358,33,https://github.com/ghostlander/phoenixcoin,ghostlander,phoenixcoin
JavaScript,0,0,4,0,0,1,637,135,https://github.com/olivexbvi/dose-ethereum-contracts,olivexbvi,dose-ethereum-contracts
"",0,1,39,2,0,2,58,64,https://github.com/asiax1/asia-exchange,asiax1,asia-exchange
"",0,0,0,0,0,0,0,2459602,https://github.com/abitshadow/abitshadow,abitshadow,abitshadow
"",1,0,2,0,1,0,2,1242,https://github.com/cybermusicio/ico,cybermusicio,ico
"",0,0,12,2,0,2,42,774,https://github.com/bitpayer-io/token-exchange,bitpayer-io,token-exchange
C++,21,0,12462,312,21,18,95544,517,https://github.com/heliumchain/squorum,heliumchain,squorum
"",0,0,0,0,0,0,0,2459602,https://github.com/bsc33dao/bsc33,bsc33dao,bsc33
Solidity,0,0,1,0,0,0,4,96,https://github.com/reyamrottschild/rottschild,reyamrottschild,rottschild
"",0,0,0,0,0,0,0,2459602,https://github.com/modagavr/dfip,modagavr,dfip
"",375,6,2005,3,375,93,599424,0,https://github.com/techrate/smart-contract-audits,techrate,smart-contract-audits
"",0,0,2,0,0,0,1,323,https://github.com/axiaprotocol/axixv3,axiaprotocol,axixv3
Solidity,5,1,6,0,5,5,109,211,https://github.com/polyquity/contracts,polyquity,contracts
C,3,1,3881,122,3,3,40868,1286,https://github.com/dnotescoin/dnotes2.0,dnotescoin,dnotes2.0
Solidity,21,0,10,0,21,10,1304,365,https://github.com/sportx-bet/smart-contracts,sportx-bet,smart-contracts
Solidity,0,0,1,0,0,0,1,304,https://github.com/balkari/bkr-token,balkari,bkr-token
Solidity,7,0,14,0,7,5,484,337,https://github.com/starlink-so/starlinkminerv2,starlink-so,starlinkminerv2
"",4,0,3,0,4,0,6,1264,https://github.com/iouico/iou,iouico,iou
"",0,0,0,0,0,0,0,2459602,https://github.com/minikishutoken/minikishu,minikishutoken,minikishu
Go,0,3,7,0,0,5,10757,75,https://github.com/kifoundation/ki-tools,kifoundation,ki-tools
CSS,1,0,3,0,1,0,665,1370,https://github.com/set4earth/set,set4earth,set
Solidity,0,0,11,0,0,1,236,67,https://github.com/sumner770/galaxyheroescoin,sumner770,galaxyheroescoin
Solidity,26,1,3,0,26,19,189,404,https://github.com/nftx-project/x-contracts,nftx-project,x-contracts
"",0,0,0,0,0,0,0,2459602,https://github.com/tanogedler/agavecoin,tanogedler,agavecoin
"",0,0,0,0,0,0,0,2459602,https://github.com/p9c/pod,p9c,pod
Solidity,218,7,41,4,218,47,390,146,https://github.com/alchemistcoin/alchemist,alchemistcoin,alchemist
Solidity,6,0,1,0,6,10,16,274,https://github.com/polywhalefarm/contracts,polywhalefarm,contracts
"",1,0,3,0,1,0,200,116,https://github.com/accesslauncher/accesslauncher,accesslauncher,accesslauncher
"",0,0,1,0,0,0,6,551,https://github.com/smtcontract/quantbook,smtcontract,quantbook
C++,14,1,553,7,14,24,24080,1573,https://github.com/crypto-expert/hobonickels,crypto-expert,hobonickels
C++,15,0,16755,355,15,13,98823,42,https://github.com/globaltoken/globaltoken,globaltoken,globaltoken
"",0,0,1,0,0,0,6,551,https://github.com/smtcontract/quantbook,smtcontract,quantbook
C++,4,0,18,0,4,9,4037,1397,https://github.com/steepdev/steepcoin,steepdev,steepcoin
C++,42,2,11775,341,42,12,83732,225,https://github.com/emc2foundation/einsteinium,emc2foundation,einsteinium
Solidity,0,0,4,0,0,0,6,52,https://github.com/mandoxtoken/mandoxtoken,mandoxtoken,mandoxtoken
C++,2,0,4,0,2,1,35353,1744,https://github.com/cannationproject/cannation,cannationproject,cannation
Go,940,323,2443,63,940,294,48122,2,https://github.com/algorand/go-algorand,algorand,go-algorand
Solidity,1,1,11,0,1,0,14372,92,https://github.com/carbonceo/carbon,carbonceo,carbon
Solidity,0,0,2,0,0,0,13,388,https://github.com/c-bank/token-contract,c-bank,token-contract
C++,2,1,4,0,2,1,39810,1672,https://github.com/zulufourm1ke/theresamaycoin-v1.0.1.0,zulufourm1ke,theresamaycoin-v1.0.1.0
Solidity,0,0,3,2,0,0,8,244,https://github.com/direwolftoken/contract,direwolftoken,contract
Rust,16,4,13310,106,16,16,137552,8,https://github.com/fair-exchange/safecoin,fair-exchange,safecoin
JavaScript,0,0,15,0,0,2,383,1221,https://github.com/playgroundz/smart-contracts,playgroundz,smart-contracts
Go,207,31,12786,70,207,92,121921,64,https://github.com/factomproject/factomd,factomproject,factomd
Solidity,28,5,40,0,28,9,9456,9,https://github.com/beanstalkfarms/beanstalk,beanstalkfarms,beanstalk
Solidity,0,0,7,0,0,0,22,134,https://github.com/spacevikings/spacevikings,spacevikings,spacevikings
"",0,0,3,0,0,0,22,810,https://github.com/bispex-platform/bispex-token,bispex-platform,bispex-token
"",7,0,7,0,7,3,6,1604,https://github.com/amack2u/vibehub,amack2u,vibehub
Solidity,1,0,6,0,1,0,16,265,https://github.com/global-give/smartcontract,global-give,smartcontract
JavaScript,1,0,24,2,1,2,502,79,https://github.com/1000blocks-space/smart-contracts,1000blocks-space,smart-contracts
Solidity,0,0,3,0,0,0,31,14,https://github.com/lucidlandsgem/lucidlandsgem,lucidlandsgem,lucidlandsgem
"",0,0,0,0,0,0,0,2459602,https://github.com/qrkita/qrkitatoken.sol,qrkita,qrkitatoken.sol
"",8,3,38,3,8,6,933,14,https://github.com/fildaio/filda,fildaio,filda
C++,17,3,567,8,17,7,111963,466,https://github.com/noirofficial/noir,noirofficial,noir
JavaScript,17,1,91,4,17,23,2787,457,https://github.com/alphafinancelab/alpha-lending-smart-contract,alphafinancelab,alpha-lending-smart-contract
"",0,0,2,0,0,0,2,1000,https://github.com/engenie/germancoin_gcx,engenie,germancoin_gcx
Solidity,0,0,11,2,0,0,107,220,https://github.com/phoenixdefi/phoenixswapcontract,phoenixdefi,phoenixswapcontract
"",0,0,6,0,0,0,9,884,https://github.com/xeonbit-project/xeonbittokenxns,xeonbit-project,xeonbittokenxns
C++,16,1,508,33,16,0,2945,1167,https://github.com/tosio/tos,tosio,tos
"",0,0,0,0,0,0,0,2459602,https://github.com/zenswapnetwork/zenswapnetwork,zenswapnetwork,zenswapnetwork
"",0,0,0,0,0,0,0,2459602,https://github.com/leadwallet/leadtoken.git,leadwallet,leadtoken.git
"",0,0,0,0,0,0,0,2459602,https://github.com/maverickhp/kodiak,maverickhp,kodiak
C++,42,1,735,6,42,23,56535,479,https://github.com/pepeteam/pepecoin,pepeteam,pepecoin
C++,4,0,8,0,4,0,6320,690,https://github.com/hondaiscoin/hndc,hondaiscoin,hndc
Solidity,1,0,81,2,1,1,2312,222,https://github.com/triforce-proj/triforce,triforce-proj,triforce
C++,33,3,720,4,33,17,180421,35,https://github.com/mceme/imagecoin,mceme,imagecoin
C,8,0,1,0,8,2,124863,31,https://github.com/specialcoins/bitcoinzero,specialcoins,bitcoinzero
C++,7,0,36,5,7,9,285933,33,https://github.com/mobilepaycoin/mobilepaycoin,mobilepaycoin,mobilepaycoin
"",0,0,0,0,0,0,0,2459602,https://github.com/shibaheist/shibaheist.sol,shibaheist,shibaheist.sol
C++,8,0,19,0,8,4,78649,235,https://github.com/oduwax/oduwacoin,oduwax,oduwacoin
"",0,0,0,0,0,0,0,2459602,https://github.com/safepizzacoin/pizzanft,safepizzacoin,pizzanft
Solidity,0,0,13,2,0,0,41,90,https://github.com/saveplanetearthtoken/saveplanetearthcontract,saveplanetearthtoken,saveplanetearthcontract
JavaScript,0,0,6,0,0,0,150,795,https://github.com/gdctoken/gdctoken,gdctoken,gdctoken
C++,1,0,1,0,1,0,17,556,https://github.com/modihost/contracts,modihost,contracts
Solidity,2,1,6,0,2,0,12,236,https://github.com/immykhan777/thehashspeed,immykhan777,thehashspeed
JavaScript,0,0,69,3,0,0,1301,321,https://github.com/jaykishan007/playcent-ico-contract,jaykishan007,playcent-ico-contract
C++,84,4,16203,358,84,40,62258,916,https://github.com/viacoin/viacoin,viacoin,viacoin
JavaScript,20,0,86,5,20,2,1094,426,https://github.com/wibxcoin/contracts,wibxcoin,contracts
HTML,6,1,39,3,6,9,2430,1436,https://github.com/odemio/ico,odemio,ico
C++,7,0,5,0,7,3,12476,1282,https://github.com/karmaapp/eos-karma-tokens,karmaapp,eos-karma-tokens
C++,0,0,1,0,0,1,2623,2024,https://github.com/ibankgroup/ibank,ibankgroup,ibank
Solidity,2,0,7,0,2,1,1057,80,https://github.com/stateraproject/statera-token,stateraproject,statera-token
Solidity,4,1,2,0,4,1,9,138,https://github.com/marsrisebsc/marsrise-contract-,marsrisebsc,marsrise-contract-
C++,107,5,61,9,107,62,13427,1094,https://github.com/bitcoinx-project/bitcoinx,bitcoinx-project,bitcoinx
"",0,0,0,0,0,0,0,2459602,https://github.com/paxosglobal/pax-contracts,paxosglobal,pax-contracts
Python,693,9,419,17,693,173,10767,53,https://github.com/dragonchain/dragonchain,dragonchain,dragonchain
C++,5,0,3202,83,5,6,12333,13,https://github.com/ghostlander/orbitcoin,ghostlander,orbitcoin
C++,3,0,51,6,3,10,5134,309,https://github.com/saluscoin/salus,saluscoin,salus
Java,27,5,66,2,27,51,604,355,https://github.com/bhexopen/bhex-openapi,bhexopen,bhex-openapi
Jupyter Notebook,1273,1765,14310,60,1273,269,272233,1,https://github.com/minaprotocol/mina,minaprotocol,mina
C++,2,0,24,0,2,3,6320,158,https://github.com/ultranatum/ultragate,ultranatum,ultragate
Python,0,0,2,2,0,0,3,569,https://github.com/animalgogitadmin/deeplearning,animalgogitadmin,deeplearning
C#,3,0,4,0,3,1,85770,153,https://github.com/icdefi/icdeficore,icdefi,icdeficore
Solidity,0,0,1,0,0,0,23,151,https://github.com/typoedendev/frost-fi-tundracontracts,typoedendev,frost-fi-tundracontracts
"",0,0,0,0,0,0,0,2459602,https://github.com/idnd-youngmin/millimeter.git,idnd-youngmin,millimeter.git
Solidity,0,0,2,0,0,0,25,463,https://github.com/biopassport/contract,biopassport,contract
Solidity,0,0,5,0,0,0,8,195,https://github.com/kampay-io/token,kampay-io,token
C++,46,1,10904,278,46,23,99020,113,https://github.com/colossuscoinxt/colossuscoinxt,colossuscoinxt,colossuscoinxt
Solidity,0,0,2,0,0,1,15,334,https://github.com/bitcashpay-dev/bitcashpay-contract,bitcashpay-dev,bitcashpay-contract
"",0,0,0,0,0,0,0,2459602,https://github.com/divicoin/divi,divicoin,divi
"",7,0,2,0,7,3,277,1355,https://github.com/invictuscapital/ihf-smart-contracts,invictuscapital,ihf-smart-contracts
C++,72,9,481,18,72,56,54721,1235,https://github.com/masari-project/masari,masari-project,masari
"",0,0,0,0,0,0,0,2459602,https://github.com/elkornacio/contracts-early,elkornacio,contracts-early
"",0,0,23,2,0,1,28,288,https://github.com/hazefinance/haze-contracts,hazefinance,haze-contracts
"",0,0,4,0,0,1,4,1568,https://github.com/adamyusfan/balicoin,adamyusfan,balicoin
"",21,1,15,2,21,12,9,1428,https://github.com/aeronaero/aeron,aeronaero,aeron
"",2,0,3,0,2,3,2,551,https://github.com/amepay/ametoken,amepay,ametoken
"",0,0,0,0,0,0,0,2459602,https://github.com/unifees/unifees-token.git,unifees,unifees-token.git
C++,11,6,12296,346,11,13,61406,314,https://github.com/zclassiccommunity/zclassic,zclassiccommunity,zclassic
Solidity,1,0,27,0,1,1,3589,5,https://github.com/skylight-solutions/ico-contracts,skylight-solutions,ico-contracts
Solidity,0,0,2,0,0,0,94,75,https://github.com/wolfgirlofficial/contract,wolfgirlofficial,contract
C++,33,4,14885,346,33,18,108466,717,https://github.com/floblockchain/flo,floblockchain,flo
C++,8,1,22,2,8,7,40388,919,https://github.com/bitcoinfile/bitcoinfile,bitcoinfile,bitcoinfile
Solidity,0,0,1,0,0,1,15,146,https://github.com/safeaffinity/safeaffinity,safeaffinity,safeaffinity
"",0,0,0,0,0,0,0,2459602,https://github.com/stormx-inc/crowdsale,stormx-inc,crowdsale
"",36,26,97,6,36,7,81,32,https://github.com/veriblock/nodecore-releases,veriblock,nodecore-releases
Solidity,0,0,2,0,0,0,10,47,https://github.com/redfrunk2/smart-contract,redfrunk2,smart-contract
"",0,0,0,0,0,0,0,2459602,https://github.com/exchangecoinman/afc,exchangecoinman,afc
TypeScript,10,0,3,0,10,7,3760,2648,https://github.com/acoin-project/acoin,acoin-project,acoin
Solidity,0,0,1,0,0,0,7,123,https://github.com/bullaf/bullaf,bullaf,bullaf
"",0,0,0,0,0,0,0,2459602,https://github.com/swyft-project/swyft-core,swyft-project,swyft-core
Solidity,0,0,5,0,0,0,171,165,https://github.com/dkkstoken/dkks-smartcontract,dkkstoken,dkks-smartcontract
Solidity,2,1,4,0,2,1,4927,382,https://github.com/mussassa/yetubit,mussassa,yetubit
Solidity,14,0,2,0,14,5,2525,159,https://github.com/kalata-io/kalata-contracts,kalata-io,kalata-contracts
JavaScript,0,0,14,0,0,0,826,187,https://github.com/definitynetwork/smartcontracts,definitynetwork,smartcontracts
Shell,25,3,183,6,25,26,29249,12,https://github.com/xinfinorg/xinfin-node,xinfinorg,xinfin-node
Go,1362,154,7316,53,1362,229,24667,1,https://github.com/harmony-one/harmony,harmony-one,harmony
"",11,3,10,2,11,3,118,556,https://github.com/ethereansos/organizations-core,ethereansos,organizations-core
C++,44,1,13350,346,44,37,100327,668,https://github.com/futuro-coin/futuro,futuro-coin,futuro
Solidity,0,0,1,0,0,0,9,60,https://github.com/silvatoken/contract,silvatoken,contract
Solidity,0,0,2,0,0,0,13,84,https://github.com/flokibonk/flokibonk-token,flokibonk,flokibonk-token
"",5,0,8,0,5,2,10,1463,https://github.com/olxacoin/olxa,olxacoin,olxa
"",4,0,1,0,4,3,112,110,https://github.com/viresfinance/protocol,viresfinance,protocol
Solidity,0,0,9,3,0,1,224,246,https://github.com/dragonbite-dev/minting,dragonbite-dev,minting
"",4,0,1,0,4,4,6,200,https://github.com/diamondboyzcoin/dbzcoin,diamondboyzcoin,dbzcoin
"",0,0,0,0,0,0,0,2459602,https://github.com/kingdefi/krown-contracts,kingdefi,krown-contracts
C++,0,1,4,0,0,3,11667,1049,https://github.com/mchainnetwork/mchain,mchainnetwork,mchain
Solidity,1,0,6,0,1,4,541,17,https://github.com/coffinfinance/coffin-contracts,coffinfinance,coffin-contracts
JavaScript,1,0,38,0,1,3,960,361,https://github.com/unification-com/xfund-smart-contract,unification-com,xfund-smart-contract
C++,15,2,11,0,15,15,2513,1570,https://github.com/compounddev/compound-coin,compounddev,compound-coin
"",0,0,0,0,0,0,0,2459602,https://github.com/applefi/applefi,applefi,applefi
Java,13,0,103,3,13,4,140279,23,https://github.com/coopnetwork/gmd-blockchain,coopnetwork,gmd-blockchain
Solidity,0,0,1,0,0,1,7,82,https://github.com/thesparklab/sparklab,thesparklab,sparklab
"",0,0,1,0,0,1,2,716,https://github.com/castweet/ctt-contract,castweet,ctt-contract
JavaScript,3,0,100,15,3,2,3971,166,https://github.com/moma-finance/moma-protocol,moma-finance,moma-protocol
Solidity,1,0,3,0,1,0,8,129,https://github.com/phatdogegivings-finance/giving-contract,phatdogegivings-finance,giving-contract
"",0,0,2,0,0,0,3,884,https://github.com/crobinsonoc/globalgaming-,crobinsonoc,globalgaming-
"",0,0,0,0,0,0,0,2459602,https://github.com/fetchai/mettalex-token,fetchai,mettalex-token
TypeScript,4,0,25,0,4,2,826,339,https://github.com/worldtoken/world,worldtoken,world
"",0,0,4,0,0,1,11,1222,https://github.com/bittoexchange/bitto-token,bittoexchange,bitto-token
C++,4,3,11,0,4,2,2173,1797,https://github.com/kurrentproject/kurrent,kurrentproject,kurrent
TypeScript,483,1257,3554,160,483,264,181687,3,https://github.com/celo-org/celo-monorepo,celo-org,celo-monorepo
Solidity,6,0,356,4,6,2,12127,13,https://github.com/chinese-zodiac/czodiac,chinese-zodiac,czodiac
"",3,0,2,0,3,2,6,1264,https://github.com/bqtio/bqt,bqtio,bqt
CSS,1,0,5,0,1,0,26661,1208,https://github.com/sicadev/sica,sicadev,sica
Solidity,2,0,3,0,2,0,20,186,https://github.com/queenofshiba/queenofshiba-contract,queenofshiba,queenofshiba-contract
"",0,0,0,0,0,0,0,2459602,https://github.com/coinbreeder/cbdao-general,coinbreeder,cbdao-general
"",2,0,7,0,2,0,11,612,https://github.com/hupayx/hpx,hupayx,hpx
"",3,0,20,2,3,6,45,1335,https://github.com/tokpie/tokpie-contract,tokpie,tokpie-contract
"",0,0,0,0,0,0,0,2459602,https://github.com/gamestarexchange/game-star-contract,gamestarexchange,game-star-contract
Go,3,3,1,0,3,3,8590,1328,https://github.com/tcc-world/go-tcc,tcc-world,go-tcc
C++,1,0,104,3,1,0,9419,1117,https://github.com/paxex/paxex,paxex,paxex
C++,21,0,142,7,21,16,15290,311,https://github.com/dime-coin/dimecoin,dime-coin,dimecoin
"",0,0,0,0,0,0,0,2459602,https://github.com/orgs/hubiinetwork,orgs,hubiinetwork
"",0,0,0,0,0,0,0,2459602,https://github.com/guzzlereth/guzzler,guzzlereth,guzzler
"",0,0,1,0,0,0,1,186,https://github.com/cpos-finance-dev/cloud,cpos-finance-dev,cloud
"",3,1,10,0,3,2,248,572,https://github.com/stonkdev/stonk,stonkdev,stonk
JavaScript,1,0,1,0,1,1,16467,57,https://github.com/usman0204/robinhoodmarketplace,usman0204,robinhoodmarketplace
C,550,61,2502,25,550,121,91413,1,https://github.com/arweaveteam/arweave,arweaveteam,arweave
"",5,1,25,2,5,4,32,1027,https://github.com/rublixdev/hedgtokenmint,rublixdev,hedgtokenmint
"",0,0,2,0,0,2,3,1598,https://github.com/evencoinevn/evencoin,evencoinevn,evencoin
"",0,0,3,0,0,1,19,661,https://github.com/ethermon/ethereum,ethermon,ethereum
C++,4,0,12,0,4,3,3422,1314,https://github.com/rupeedigitalassets/rupee-core,rupeedigitalassets,rupee-core
"",1,0,1,0,1,0,2,952,https://github.com/chevkev/nolecointrc20contract,chevkev,nolecointrc20contract
Solidity,2,0,5,0,2,5,25,279,https://github.com/carillonium/carillonium-finance,carillonium,carillonium-finance
"",0,0,1,0,0,0,13,56,https://github.com/frostyfloki/frostyfloki,frostyfloki,frostyfloki
C++,16,1,76,2,16,8,9024,1186,https://github.com/shieldcoin/shield,shieldcoin,shield
Go,1230,20,2271,39,1230,390,63242,87,https://github.com/bytom/bytom,bytom,bytom
Go,1,0,16,3,1,1,7951,54,https://github.com/tsfnetwork/go-transaction_service_fee,tsfnetwork,go-transaction_service_fee
"",24,0,22,2,24,1,3242,590,https://github.com/blockvio/documentation,blockvio,documentation
JavaScript,0,0,8,2,0,0,61,1523,https://github.com/unitedtraders/uttoken,unitedtraders,uttoken
Solidity,0,0,22,2,0,0,2035,37,https://github.com/xwinfinance/xwinbsc,xwinfinance,xwinbsc
"",0,0,0,0,0,0,0,2459602,https://github.com/judgeidoko/zugacoin,judgeidoko,zugacoin
C++,5,0,1,0,5,3,3535,2415,https://github.com/songcoin/songcoin,songcoin,songcoin
"",1,0,3,2,1,2,1579,1270,https://github.com/owndata/owndata-token,owndata,owndata-token
C++,12,0,14963,330,12,14,112550,221,https://github.com/euno/eunowallet,euno,eunowallet
"",0,0,0,0,0,0,0,2459602,https://github.com/monkey-shanti/londex,monkey-shanti,londex
Solidity,0,0,4,0,0,0,5,69,https://github.com/crpro888/crprotoken,crpro888,crprotoken
"",10,0,1,0,10,1,2,942,https://github.com/dynamitetoken/dynamite,dynamitetoken,dynamite
JavaScript,21,0,498,8,21,16,23240,925,https://github.com/gnosis/dx-daostack,gnosis,dx-daostack
C++,0,4,18,0,0,0,12102,44,https://github.com/guapcrypto/guapcoin,guapcrypto,guapcoin
"",0,0,0,0,0,0,0,2459602,https://github.com/ndj-ecot/private-ecot.git,ndj-ecot,private-ecot.git
Solidity,0,0,3,0,0,0,12,285,https://github.com/stritenft/strite,stritenft,strite
Solidity,3,0,14,0,3,7,441,311,https://github.com/btdotfinance/bt-finance,btdotfinance,bt-finance
"",34,0,51,2,34,2,15880,2,https://github.com/hashex/public_audits,hashex,public_audits
C++,52,0,120,2,52,5,16038,506,https://github.com/eco-chain/ecochain,eco-chain,ecochain
Solidity,30,1,1,0,30,14,27,92,https://github.com/radiocaca/radio-caca,radiocaca,radio-caca
"",0,0,1,0,0,0,4,982,https://github.com/guiderdev/token,guiderdev,token
TypeScript,4,0,120,2,4,1,10991,81,https://github.com/omni-inc/omn-token,omni-inc,omn-token
"",0,0,0,0,0,0,0,2459602,https://github.com/cultiplan/cultiplan.git,cultiplan,cultiplan.git
"",2,0,27,0,2,0,11834,22,https://github.com/ttcoin-tc/tc,ttcoin-tc,tc
C++,4032,87,19975,359,4032,3002,177360,226,https://github.com/litecoin-project/litecoin,litecoin-project,litecoin
"",0,0,0,0,0,0,0,2459602,https://github.com/aidi-inu/aidi-inu-contract.git,aidi-inu,aidi-inu-contract.git
Solidity,2,0,6,0,2,0,74,103,https://github.com/zufinance/zufinance,zufinance,zufinance
Solidity,1,0,3,0,1,1,318,502,https://github.com/ofinio/ofin.io,ofinio,ofin.io
C++,7,0,4,2,7,5,8775,873,https://github.com/netrum/netrum-blockchain,netrum,netrum-blockchain
C++,9,3,29,0,9,9,11898,1094,https://github.com/vipstarcoin/vipstarcoin,vipstarcoin,vipstarcoin
Java,0,0,11,0,0,0,13314,1236,https://github.com/tutorsdiary/tuda,tutorsdiary,tuda
"",0,0,0,0,0,0,0,2459602,https://github.com/ndj-ecot/private-ecot.git,ndj-ecot,private-ecot.git
Solidity,0,0,2,0,0,0,10,158,https://github.com/agatoken/reverse,agatoken,reverse
Solidity,163,6,107,7,163,41,46158,143,https://github.com/moacchain/moac-core,moacchain,moac-core
Solidity,5,0,19,4,5,2,40,312,https://github.com/xendfinance/xendtoken,xendfinance,xendtoken
C++,1,0,32,0,1,0,3860,1687,https://github.com/spayse/bubble,spayse,bubble
C++,47,6,21305,350,47,16,128697,355,https://github.com/myriadteam/myriadcoin,myriadteam,myriadcoin
C++,0,0,7,0,0,0,3271,129,https://github.com/trexcointrex/trexcoin,trexcointrex,trexcoin
"",0,0,0,0,0,0,0,2459602,https://github.com/jojapoppa/fedoratipscoin,jojapoppa,fedoratipscoin
C++,8,4,155,3,8,8,16997,1539,https://github.com/teambitbean/bitbean-core,teambitbean,bitbean-core
C++,31,0,12808,344,31,16,62488,808,https://github.com/tomas-m/votecoin,tomas-m,votecoin
Rust,5,0,3,0,5,3,54304,662,https://github.com/origolab/origo,origolab,origo
Solidity,0,0,10,0,0,0,64,181,https://github.com/eloinproject/eloin_repo,eloinproject,eloin_repo
Solidity,80,0,799,3,80,20,5011,31,https://github.com/blocklords/seascape-smartcontracts,blocklords,seascape-smartcontracts
